  x,y,z,rho,u,v,w,p
     7.796610,      1.421053,      0.100000,      1.032914,    165.524521,     -4.954008,      0.000000,  84917.148438
     7.966100,      1.421053,      0.100000,      1.033267,    165.311462,     -4.064926,      0.000000,  84957.867188
     8.135590,      1.421053,      0.100000,      1.033485,    165.182007,     -3.330353,      0.000000,  84982.921875
     8.305090,      1.421053,      0.100000,      1.033608,    165.108017,     -2.728113,      0.000000,  84997.226562
     8.474580,      1.421053,      0.100000,      1.033675,    165.068741,     -2.237671,      0.000000,  85004.929688
     8.644070,      1.421053,      0.100000,      1.033704,    165.051422,     -1.840963,      0.000000,  85008.328125
     8.813560,      1.421053,      0.100000,      1.033712,    165.047226,     -1.523139,      0.000000,  85009.390625
     8.983050,      1.421053,      0.100000,      1.033709,    165.050568,     -1.271193,      0.000000,  85009.039062
     9.152540,      1.421053,      0.100000,      1.033699,    165.058365,     -1.074787,      0.000000,  85007.906250
     9.322030,      1.421053,      0.100000,      1.033684,    165.068314,     -0.925602,      0.000000,  85006.320312
     9.491530,      1.421053,      0.100000,      1.033670,    165.079453,     -0.818459,      0.000000,  85004.710938
     9.661020,      1.421053,      0.100000,      1.033653,    165.090744,     -0.747254,      0.000000,  85002.960938
     9.830510,      1.421053,      0.100000,      1.033639,    165.102524,     -0.709984,      0.000000,  85001.351562
    10.000000,      1.421053,      0.100000,      1.033636,    165.112045,     -0.697651,      0.000000,  85000.796875
     0.000000,      1.578947,      0.100000,      1.035544,    164.207733,      0.053946,      0.000000,  85202.500000
     0.169490,      1.578947,      0.100000,      1.035541,    164.209869,      0.149486,      0.000000,  85202.117188
     0.338980,      1.578947,      0.100000,      1.035533,    164.215912,      0.298142,      0.000000,  85201.179688
     0.508470,      1.578947,      0.100000,      1.035517,    164.226913,      0.460313,      0.000000,  85199.351562
     0.677970,      1.578947,      0.100000,      1.035496,    164.242722,      0.641303,      0.000000,  85196.921875
     0.847460,      1.578947,      0.100000,      1.035465,    164.265106,      0.848566,      0.000000,  85193.429688
     1.016950,      1.578947,      0.100000,      1.035421,    164.297318,      1.090290,      0.000000,  85188.320312
     1.186440,      1.578947,      0.100000,      1.035360,    164.341568,      1.375934,      0.000000,  85181.273438
     1.355930,      1.578947,      0.100000,      1.035273,    164.403488,      1.716348,      0.000000,  85171.210938
     1.525420,      1.578947,      0.100000,      1.035146,    164.491257,      2.123919,      0.000000,  85156.593750
     1.694920,      1.578947,      0.100000,      1.034965,    164.614716,      2.612823,      0.000000,  85135.765625
     1.864410,      1.578947,      0.100000,      1.034703,    164.788483,      3.198976,      0.000000,  85105.718750
     2.033900,      1.578947,      0.100000,      1.034331,    165.035049,      3.898397,      0.000000,  85062.812500
     2.203390,      1.578947,      0.100000,      1.033799,    165.381897,      4.727951,      0.000000,  85001.687500
     2.372880,      1.578947,      0.100000,      1.033049,    165.867691,      5.700255,      0.000000,  84915.382812
     2.542370,      1.578947,      0.100000,      1.031998,    166.540695,      6.825780,      0.000000,  84794.484375
     2.711860,      1.578947,      0.100000,      1.030551,    167.461533,      8.099880,      0.000000,  84628.117188
     2.881360,      1.578947,      0.100000,      1.028592,    168.697906,      9.511892,      0.000000,  84403.039062
     3.050850,      1.579326,      0.100000,      1.025995,    170.327301,     11.013947,      0.000000,  84105.117188
     3.220340,      1.585967,      0.100000,      1.022587,    172.465408,     12.486212,      0.000000,  83714.429688
     3.389830,      1.600462,      0.100000,      1.018242,    175.179977,     13.784083,      0.000000,  83217.156250
     3.559320,      1.621787,      0.100000,      1.012988,    178.450668,     14.757299,      0.000000,  82617.039062
     3.728810,      1.648437,      0.100000,      1.006943,    182.193970,     15.262239,      0.000000,  81928.101562
     3.898310,      1.678530,      0.100000,      1.000344,    186.255844,     15.182890,      0.000000,  81177.812500
     4.067800,      1.709954,      0.100000,      0.993518,    190.428940,     14.447485,      0.000000,  80403.789062
     4.237290,      1.740493,      0.100000,      0.986864,    194.470779,     13.037385,      0.000000,  79651.335938
     4.406780,      1.767990,      0.100000,      0.980809,    198.128143,     10.988718,      0.000000,  78968.273438
     4.576270,      1.790514,      0.100000,      0.975763,    201.159470,      8.387765,      0.000000,  78400.554688
     4.745760,      1.806472,      0.100000,      0.972083,    203.357132,      5.361276,      0.000000,  77987.250000
     4.915250,      1.814743,      0.100000,      0.970032,    204.566269,      2.063613,      0.000000,  77757.281250
     5.084750,      1.814743,      0.100000,      0.969756,    204.700867,     -1.333661,      0.000000,  77726.585938
     5.254240,      1.806472,      0.100000,      0.971269,    203.754608,     -4.653160,      0.000000,  77896.937500
     5.423730,      1.790514,      0.100000,      0.974455,    201.798325,     -7.723833,      0.000000,  78255.398438
     5.593220,      1.767990,      0.100000,      0.979071,    198.971619,    -10.389645,      0.000000,  78775.570312
     5.762710,      1.740493,      0.100000,      0.984779,    195.470932,    -12.519327,      0.000000,  79420.148438
     5.932200,      1.709954,      0.100000,      0.991179,    191.535141,    -14.017737,      0.000000,  80144.531250
     6.101700,      1.678530,      0.100000,      0.997842,    187.422394,    -14.838430,      0.000000,  80900.734375
     6.271190,      1.648437,      0.100000,      1.004365,    183.386047,    -14.992759,      0.000000,  81643.054688
     6.440680,      1.621787,      0.100000,      1.010402,    179.643677,    -14.549921,      0.000000,  82331.656250
     6.610170,      1.600462,      0.100000,      1.015700,    176.358109,    -13.625474,      0.000000,  82937.257812
     6.779660,      1.585967,      0.100000,      1.020113,    173.621552,    -12.366596,      0.000000,  83442.609375
     6.949150,      1.579326,      0.100000,      1.023612,    171.457321,    -10.922049,      0.000000,  83843.851562
     7.118640,      1.578947,      0.100000,      1.026276,    169.809662,     -9.447873,      0.000000,  84149.585938
     7.288140,      1.578947,      0.100000,      1.028286,    168.560349,     -8.060450,      0.000000,  84380.468750
     7.457630,      1.578947,      0.100000,      1.029787,    167.625824,     -6.801883,      0.000000,  84553.078125
     7.627120,      1.578947,      0.100000,      1.030877,    166.943130,     -5.690178,      0.000000,  84678.335938
     7.796610,      1.578947,      0.100000,      1.031662,    166.448395,     -4.729177,      0.000000,  84768.835938
     7.966100,      1.578947,      0.100000,      1.032221,    166.094574,     -3.912302,      0.000000,  84833.117188
     8.135590,      1.578947,      0.100000,      1.032618,    165.841736,     -3.227209,      0.000000,  84878.835938
     8.305090,      1.578947,      0.100000,      1.032900,    165.661591,     -2.658751,      0.000000,  84911.265625
     8.474580,      1.578947,      0.100000,      1.033101,    165.532288,     -2.191463,      0.000000,  84934.460938
     8.644070,      1.578947,      0.100000,      1.033246,    165.438980,     -1.810643,      0.000000,  84951.234375
     8.813560,      1.578947,      0.100000,      1.033352,    165.370438,     -1.503349,      0.000000,  84963.500000
     8.983050,      1.578947,      0.100000,      1.033432,    165.319794,     -1.258227,      0.000000,  84972.679688
     9.152540,      1.578947,      0.100000,      1.033492,    165.281219,     -1.066426,      0.000000,  84979.593750
     9.322030,      1.578947,      0.100000,      1.033540,    165.251480,     -0.920362,      0.000000,  84985.218750
     9.491530,      1.578947,      0.100000,      1.033579,    165.227081,     -0.815218,      0.000000,  84989.710938
     9.661020,      1.578947,      0.100000,      1.033614,    165.206940,     -0.745240,      0.000000,  84993.710938
     9.830510,      1.578947,      0.100000,      1.033641,    165.188858,     -0.708608,      0.000000,  84997.132812
    10.000000,      1.578947,      0.100000,      1.033646,    165.175385,     -0.696488,      0.000000,  84998.468750
     0.000000,      1.736842,      0.100000,      1.035351,    164.337143,      0.052104,      0.000000,  85180.304688
     0.169490,      1.736842,      0.100000,      1.035343,    164.342682,      0.144408,      0.000000,  85179.359375
     0.338980,      1.736842,      0.100000,      1.035323,    164.356995,      0.287933,      0.000000,  85177.000000
     0.508470,      1.736842,      0.100000,      1.035286,    164.382065,      0.444251,      0.000000,  85172.687500
     0.677970,      1.736842,      0.100000,      1.035234,    164.418137,      0.618286,      0.000000,  85166.734375
     0.847460,      1.736842,      0.100000,      1.035163,    164.467697,      0.816955,      0.000000,  85158.570312
     1.016950,      1.736842,      0.100000,      1.035066,    164.534729,      1.047775,      0.000000,  85147.453125
     1.186440,      1.736842,      0.100000,      1.034940,    164.622849,      1.319193,      0.000000,  85132.898438
     1.355930,      1.736842,      0.100000,      1.034773,    164.738770,      1.640772,      0.000000,  85113.640625
     1.525420,      1.736842,      0.100000,      1.034548,    164.891769,      2.023312,      0.000000,  85087.789062
     1.694920,      1.736842,      0.100000,      1.034252,    165.093246,      2.478303,      0.000000,  85053.671875
     1.864410,      1.736842,      0.100000,      1.033856,    165.358780,      3.018357,      0.000000,  85008.132812
     2.033900,      1.736842,      0.100000,      1.033327,    165.710159,      3.655774,      0.000000,  84947.234375
     2.203390,      1.736842,      0.100000,      1.032621,    166.174118,      4.402411,      0.000000,  84866.031250
     2.372880,      1.736842,      0.100000,      1.031685,    166.785400,      5.265000,      0.000000,  84758.328125
     2.542370,      1.736842,      0.100000,      1.030447,    167.585678,      6.247169,      0.000000,  84616.234375
     2.711860,      1.736842,      0.100000,      1.028836,    168.623596,      7.338256,      0.000000,  84430.992188
     2.881360,      1.736842,      0.100000,      1.026757,    169.952454,      8.524224,      0.000000,  84192.335938
     3.050850,      1.737179,      0.100000,      1.024117,    171.630295,      9.759533,      0.000000,  83889.523438
     3.220340,      1.743082,      0.100000,      1.020789,    173.738312,     10.939054,      0.000000,  83508.343750
     3.389830,      1.755966,      0.100000,      1.016694,    176.315781,     11.944899,      0.000000,  83039.937500
     3.559320,      1.774922,      0.100000,      1.011870,    179.333405,     12.660436,      0.000000,  82489.203125
     3.728810,      1.798611,      0.100000,      1.006431,    182.712387,     12.977007,      0.000000,  81869.375000
     3.898310,      1.825360,      0.100000,      1.000581,    186.319412,     12.809440,      0.000000,  81204.273438
     4.067800,      1.853293,      0.100000,      0.994595,    189.979889,     12.109328,      0.000000,  80525.367188
     4.237290,      1.880438,      0.100000,      0.988799,    193.492599,     10.871528,      0.000000,  79869.539062
     4.406780,      1.904880,      0.100000,      0.983539,    196.649307,      9.132829,      0.000000,  79275.687500
     4.576270,      1.924901,      0.100000,      0.979156,    199.253571,      6.965325,      0.000000,  78781.820312
     4.745760,      1.939086,      0.100000,      0.975950,    201.138290,      4.468025,      0.000000,  78421.218750
     4.915250,      1.946438,      0.100000,      0.974153,    202.179474,      1.757439,      0.000000,  78219.375000
     5.084750,      1.946438,      0.100000,      0.973895,    202.306442,     -1.038383,      0.000000,  78190.710938
     5.254240,      1.939086,      0.100000,      0.975192,    201.510162,     -3.784181,      0.000000,  78336.781250
     5.423730,      1.924901,      0.100000,      0.977939,    199.846375,     -6.344370,      0.000000,  78646.148438
     5.593220,      1.904880,      0.100000,      0.981926,    197.430496,     -8.591273,      0.000000,  79095.835938
     5.762710,      1.880438,      0.100000,      0.986864,    194.424973,    -10.415709,      0.000000,  79653.867188
     5.932200,      1.853293,      0.100000,      0.992420,    191.024643,    -11.737577,      0.000000,  80283.085938
     6.101700,      1.825360,      0.100000,      0.998245,    187.438690,    -12.514778,      0.000000,  80944.250000
     6.271190,      1.798611,      0.100000,      1.004007,    183.873505,    -12.749115,      0.000000,  81599.773438
     6.440680,      1.774922,      0.100000,      1.009418,    180.510895,    -12.487830,      0.000000,  82216.750000
     6.610170,      1.755966,      0.100000,      1.014263,    177.492081,    -11.814800,      0.000000,  82770.257812
     6.779660,      1.743082,      0.100000,      1.018406,    174.904449,    -10.841019,      0.000000,  83244.281250
     6.949150,      1.737179,      0.100000,      1.021802,    172.781052,     -9.681712,      0.000000,  83633.320312
     7.118640,      1.736842,      0.100000,      1.024493,    171.091354,     -8.466234,      0.000000,  83941.953125
     7.288140,      1.736842,      0.100000,      1.026609,    169.752762,     -7.298188,      0.000000,  84184.859375
     7.457630,      1.736842,      0.100000,      1.028261,    168.703461,     -6.219236,      0.000000,  84374.648438
     7.627120,      1.736842,      0.100000,      1.029528,    167.894302,     -5.250587,      0.000000,  84520.296875
     7.796610,      1.736842,      0.100000,      1.030497,    167.273392,     -4.400660,      0.000000,  84631.804688
     7.966100,      1.736842,      0.100000,      1.031233,    166.800781,     -3.668103,      0.000000,  84716.429688
     8.135590,      1.736842,      0.100000,      1.031791,    166.440369,     -3.045774,      0.000000,  84780.710938
     8.305090,      1.736842,      0.100000,      1.032217,    166.165604,     -2.523411,      0.000000,  84829.648438
     8.474580,      1.736842,      0.100000,      1.032542,    165.954208,     -2.089758,      0.000000,  84867.101562
     8.644070,      1.736842,      0.100000,      1.032795,    165.790955,     -1.733383,      0.000000,  84896.226562
     8.813560,      1.736842,      0.100000,      1.032992,    165.662613,     -1.443862,      0.000000,  84918.960938
     8.983050,      1.736842,      0.100000,      1.033152,    165.561218,     -1.211809,      0.000000,  84937.265625
     9.152540,      1.736842,      0.100000,      1.033279,    165.478622,     -1.029564,      0.000000,  84951.992188
     9.322030,      1.736842,      0.100000,      1.033388,    165.411133,     -0.890280,      0.000000,  84964.562500
     9.491530,      1.736842,      0.100000,      1.033478,    165.352844,     -0.789766,      0.000000,  84974.992188
     9.661020,      1.736842,      0.100000,      1.033564,    165.302719,     -0.722799,      0.000000,  84984.617188
     9.830510,      1.736842,      0.100000,      1.033632,    165.256134,     -0.687707,      0.000000,  84992.929688
    10.000000,      1.736842,      0.100000,      1.033647,    165.220612,     -0.676066,      0.000000,  84996.195312
     0.000000,      1.894737,      0.100000,      1.035169,    164.460541,      0.049089,      0.000000,  85159.304688
     0.169490,      1.894737,      0.100000,      1.035157,    164.469223,      0.135747,      0.000000,  85157.914062
     0.338980,      1.894737,      0.100000,      1.035125,    164.491241,      0.270423,      0.000000,  85154.242188
     0.508470,      1.894737,      0.100000,      1.035069,    164.529495,      0.416876,      0.000000,  85147.679688
     0.677970,      1.894737,      0.100000,      1.034989,    164.584274,      0.579558,      0.000000,  85138.539062
     0.847460,      1.894737,      0.100000,      1.034881,    164.658920,      0.764715,      0.000000,  85126.125000
     1.016950,      1.894737,      0.100000,      1.034737,    164.758011,      0.979014,      0.000000,  85109.570312
     1.186440,      1.894737,      0.100000,      1.034552,    164.885910,      1.229892,      0.000000,  85088.242188
     1.355930,      1.894737,      0.100000,      1.034314,    165.050461,      1.525460,      0.000000,  85060.796875
     1.525420,      1.894737,      0.100000,      1.034004,    165.261658,      1.874789,      0.000000,  85025.179688
     1.694920,      1.894737,      0.100000,      1.033608,    165.531265,      2.287328,      0.000000,  84979.523438
     1.864410,      1.894737,      0.100000,      1.033098,    165.875488,      2.772635,      0.000000,  84920.828125
     2.033900,      1.894737,      0.100000,      1.032441,    166.315231,      3.339292,      0.000000,  84845.257812
     2.203390,      1.894737,      0.100000,      1.031598,    166.875000,      3.995164,      0.000000,  84748.312500
     2.372880,      1.894737,      0.100000,      1.030520,    167.585464,      4.743265,      0.000000,  84624.429688
     2.542370,      1.894737,      0.100000,      1.029147,    168.481949,      5.583878,      0.000000,  84466.703125
     2.711860,      1.894737,      0.100000,      1.027416,    169.603867,      6.504398,      0.000000,  84267.890625
     2.881360,      1.894737,      0.100000,      1.025255,    170.991959,      7.489601,      0.000000,  84019.898438
     3.050850,      1.895032,      0.100000,      1.022593,    172.688156,      8.497684,      0.000000,  83714.804688
     3.220340,      1.900197,      0.100000,      1.019345,    174.747177,      9.438183,      0.000000,  83342.992188
     3.389830,      1.911471,      0.100000,      1.015467,    177.188568,     10.215375,      0.000000,  82899.601562
     3.559320,      1.928057,      0.100000,      1.011004,    179.979126,     10.738695,      0.000000,  82390.304688
     3.728810,      1.948784,      0.100000,      1.006063,    183.046509,     10.926469,      0.000000,  81827.335938
     3.898310,      1.972190,      0.100000,      1.000820,    186.276398,     10.716791,      0.000000,  81231.242188
     4.067800,      1.996631,      0.100000,      0.995511,    189.522095,     10.076187,      0.000000,  80628.898438
     4.237290,      2.020383,      0.100000,      0.990413,    192.616302,      9.003994,      0.000000,  80051.789062
     4.406780,      2.041770,      0.100000,      0.985822,    195.385361,      7.531892,      0.000000,  79532.929688
     4.576270,      2.059289,      0.100000,      0.982020,    197.663956,      5.719554,      0.000000,  79104.078125
     4.745760,      2.071701,      0.100000,      0.979253,    199.310455,      3.648673,      0.000000,  78792.437500
     4.915250,      2.078133,      0.100000,      0.977705,    200.220200,      1.415228,      0.000000,  78618.273438
     5.084750,      2.078133,      0.100000,      0.977478,    200.335434,     -0.877523,      0.000000,  78592.843750
     5.254240,      2.071701,      0.100000,      0.978582,    199.650269,     -3.124408,      0.000000,  78717.367188
     5.423730,      2.059289,      0.100000,      0.980935,    198.211395,     -5.222763,      0.000000,  78982.710938
     5.593220,      2.041770,      0.100000,      0.984370,    196.114853,     -7.076211,      0.000000,  79370.492188
     5.762710,      2.020383,      0.100000,      0.988653,    193.496353,     -8.600639,      0.000000,  79854.757812
     5.932200,      1.996631,      0.100000,      0.993507,    190.518875,     -9.731730,      0.000000,  80404.710938
     6.101700,      1.972190,      0.100000,      0.998641,    187.356583,    -10.432606,      0.000000,  80987.523438
     6.271190,      1.948784,      0.100000,      1.003775,    184.180618,    -10.698783,      0.000000,  81571.484375
     6.440680,      1.928057,      0.100000,      1.008662,    181.142456,    -10.560677,      0.000000,  82128.523438
     6.610170,      1.911471,      0.100000,      1.013116,    178.362640,    -10.077930,      0.000000,  82637.093750
     6.779660,      1.900197,      0.100000,      1.017014,    175.920547,     -9.333655,      0.000000,  83082.742188
     6.949150,      1.895032,      0.100000,      1.020303,    173.853806,     -8.416129,      0.000000,  83459.382812
     7.118640,      1.894737,      0.100000,      1.023001,    172.150146,     -7.430452,      0.000000,  83768.703125
     7.288140,      1.894737,      0.100000,      1.025196,    170.755035,     -6.465427,      0.000000,  84020.476562
     7.457630,      1.894737,      0.100000,      1.026966,    169.623688,     -5.558754,      0.000000,  84223.687500
     7.627120,      1.894737,      0.100000,      1.028372,    168.718430,     -4.731552,      0.000000,  84385.281250
     7.796610,      1.894737,      0.100000,      1.029485,    167.997620,     -3.994730,      0.000000,  84513.226562
     7.966100,      1.894737,      0.100000,      1.030361,    167.427536,     -3.351083,      0.000000,  84613.960938
     8.135590,      1.894737,      0.100000,      1.031050,    166.976440,     -2.798002,      0.000000,  84693.273438
     8.305090,      1.894737,      0.100000,      1.031596,    166.619797,     -2.329315,      0.000000,  84756.046875
     8.474580,      1.894737,      0.100000,      1.032028,    166.336044,     -1.937073,      0.000000,  84805.773438
     8.644070,      1.894737,      0.100000,      1.032376,    166.109879,     -1.612501,      0.000000,  84845.796875
     8.813560,      1.894737,      0.100000,      1.032655,    165.926926,     -1.347307,      0.000000,  84877.921875
     8.983050,      1.894737,      0.100000,      1.032886,    165.778748,     -1.133729,      0.000000,  84904.523438
     9.152540,      1.894737,      0.100000,      1.033075,    165.655167,     -0.965339,      0.000000,  84926.390625
     9.322030,      1.894737,      0.100000,      1.033241,    165.552460,     -0.836269,      0.000000,  84945.343750
     9.491530,      1.894737,      0.100000,      1.033378,    165.462204,     -0.742919,      0.000000,  84961.304688
     9.661020,      1.894737,      0.100000,      1.033511,    165.383728,     -0.680677,      0.000000,  84976.179688
     9.830510,      1.894737,      0.100000,      1.033617,    165.310196,     -0.648052,      0.000000,  84989.101562
    10.000000,      1.894737,      0.100000,      1.033641,    165.253876,     -0.637198,      0.000000,  84994.132812
     0.000000,      2.052632,      0.100000,      1.034999,    164.574631,      0.044429,      0.000000,  85139.664062
     0.169490,      2.052632,      0.100000,      1.034983,    164.586288,      0.123207,      0.000000,  85137.812500
     0.338980,      2.052632,      0.100000,      1.034940,    164.615280,      0.245547,      0.000000,  85132.906250
     0.508470,      2.052632,      0.100000,      1.034865,    164.665390,      0.378372,      0.000000,  85124.242188
     0.677970,      2.052632,      0.100000,      1.034760,    164.737045,      0.525608,      0.000000,  85112.179688
     0.847460,      2.052632,      0.100000,      1.034618,    164.834122,      0.692748,      0.000000,  85095.843750
     1.016950,      2.052632,      0.100000,      1.034432,    164.961807,      0.885527,      0.000000,  85074.382812
     1.186440,      2.052632,      0.100000,      1.034194,    165.124954,      1.110322,      0.000000,  85047.007812
     1.355930,      2.052632,      0.100000,      1.033892,    165.332047,      1.373924,      0.000000,  85012.210938
     1.525420,      2.052632,      0.100000,      1.033507,    165.593704,      1.683599,      0.000000,  84967.960938
     1.694920,      2.052632,      0.100000,      1.033024,    165.921783,      2.046829,      0.000000,  84912.312500
     1.864410,      2.052632,      0.100000,      1.032416,    166.332001,      2.471028,      0.000000,  84842.343750
     2.033900,      2.052632,      0.100000,      1.031650,    166.844330,      2.962204,      0.000000,  84754.367188
     2.203390,      2.052632,      0.100000,      1.030692,    167.481049,      3.525224,      0.000000,  84644.218750
     2.372880,      2.052632,      0.100000,      1.029500,    168.268723,      4.160318,      0.000000,  84507.195312
     2.542370,      2.052632,      0.100000,      1.028023,    169.237000,      4.865171,      0.000000,  84337.554688
     2.711860,      2.052632,      0.100000,      1.026210,    170.417526,      5.626490,      0.000000,  84129.507812
     2.881360,      2.052632,      0.100000,      1.024008,    171.841110,      6.429239,      0.000000,  83876.906250
     3.050850,      2.052884,      0.100000,      1.021364,    173.537170,      7.236602,      0.000000,  83573.992188
     3.220340,      2.057312,      0.100000,      1.018222,    175.540207,      7.973196,      0.000000,  83214.375000
     3.389830,      2.066975,      0.100000,      1.014559,    177.856384,      8.563403,      0.000000,  82795.773438
     3.559320,      2.081192,      0.100000,      1.010424,    180.451294,      8.938343,      0.000000,  82323.882812
     3.728810,      2.098958,      0.100000,      1.005911,    183.259430,      9.037360,      0.000000,  81809.820312
     3.898310,      2.119020,      0.100000,      1.001172,    186.182480,      8.816084,      0.000000,  81271.062500
     4.067800,      2.139970,      0.100000,      0.996406,    189.095901,      8.252774,      0.000000,  80730.156250
     4.237290,      2.160328,      0.100000,      0.991844,    191.857864,      7.351032,      0.000000,  80213.453125
     4.406780,      2.178660,      0.100000,      0.987736,    194.321213,      6.138585,      0.000000,  79748.898438
     4.576270,      2.193676,      0.100000,      0.984328,    196.345367,      4.662938,      0.000000,  79364.117188
     4.745760,      2.204315,      0.100000,      0.981840,    197.808670,      2.986253,      0.000000,  79083.539062
     4.915250,      2.209828,      0.100000,      0.980441,    198.620117,      1.180428,      0.000000,  78925.921875
     5.084750,      2.209828,      0.100000,      0.980226,    198.728683,     -0.676189,      0.000000,  78901.859375
     5.254240,      2.204315,      0.100000,      0.981206,    198.129272,     -2.501928,      0.000000,  79012.484375
     5.423730,      2.193676,      0.100000,      0.983304,    196.862656,     -4.215579,      0.000000,  79249.226562
     5.593220,      2.178660,      0.100000,      0.986366,    195.011917,     -5.739972,      0.000000,  79595.125000
     5.762710,      2.160328,      0.100000,      0.990182,    192.693634,     -7.007266,      0.000000,  80026.898438
     5.932200,      2.139970,      0.100000,      0.994513,    190.047043,     -7.964924,      0.000000,  80517.664062
     6.101700,      2.119020,      0.100000,      0.999108,    187.220154,     -8.581666,      0.000000,  81039.375000
     6.271190,      2.098958,      0.100000,      1.003733,    184.357986,     -8.851097,      0.000000,  81565.375000
     6.440680,      2.081192,      0.100000,      1.008180,    181.588501,     -8.793661,      0.000000,  82072.156250
     6.610170,      2.066975,      0.100000,      1.012291,    179.014771,     -8.452152,      0.000000,  82541.367188
     6.779660,      2.057312,      0.100000,      1.015956,    176.707474,     -7.888428,      0.000000,  82960.226562
     6.949150,      2.052884,      0.100000,      1.019121,    174.704803,     -7.169322,      0.000000,  83322.507812
     7.118640,      2.052632,      0.100000,      1.021788,    173.006622,     -6.378812,      0.000000,  83628.031250
     7.288140,      2.052632,      0.100000,      1.024014,    171.579407,     -5.591521,      0.000000,  83883.242188
     7.457630,      2.052632,      0.100000,      1.025854,    170.392242,     -4.841116,      0.000000,  84094.531250
     7.627120,      2.052632,      0.100000,      1.027360,    169.416397,     -4.147866,      0.000000,  84267.460938
     7.796610,      2.052632,      0.100000,      1.028585,    168.618805,     -3.523456,      0.000000,  84408.218750
     7.966100,      2.052632,      0.100000,      1.029577,    167.971481,     -2.972477,      0.000000,  84522.320312
     8.135590,      2.052632,      0.100000,      1.030379,    167.446243,     -2.494566,      0.000000,  84614.554688
     8.305090,      2.052632,      0.100000,      1.031030,    167.021301,     -2.086003,      0.000000,  84689.367188
     8.474580,      2.052632,      0.100000,      1.031556,    166.675903,     -1.741352,      0.000000,  84749.890625
     8.644070,      2.052632,      0.100000,      1.031987,    166.395340,     -1.454272,      0.000000,  84799.531250
     8.813560,      2.052632,      0.100000,      1.032340,    166.164307,     -1.218473,      0.000000,  84840.125000
     8.983050,      2.052632,      0.100000,      1.032637,    165.974258,     -1.027755,      0.000000,  84874.281250
     9.152540,      2.052632,      0.100000,      1.032882,    165.813782,     -0.876885,      0.000000,  84902.617188
     9.322030,      2.052632,      0.100000,      1.033100,    165.678864,     -0.760905,      0.000000,  84927.500000
     9.491530,      2.052632,      0.100000,      1.033280,    165.559296,     -0.676810,      0.000000,  84948.539062
     9.661020,      2.052632,      0.100000,      1.033457,    165.454727,     -0.620656,      0.000000,  84968.257812
     9.830510,      2.052632,      0.100000,      1.033599,    165.356216,     -0.591133,      0.000000,  84985.445312
    10.000000,      2.052632,      0.100000,      1.033630,    165.280594,     -0.581240,      0.000000,  84992.101562
     0.000000,      2.210526,      0.100000,      1.034848,    164.676590,      0.039194,      0.000000,  85122.375000
     0.169490,      2.210526,      0.100000,      1.034829,    164.690750,      0.108191,      0.000000,  85120.156250
     0.338980,      2.210526,      0.100000,      1.034778,    164.725815,      0.215271,      0.000000,  85114.226562
     0.508470,      2.210526,      0.100000,      1.034687,    164.786346,      0.331343,      0.000000,  85103.804688
     0.677970,      2.210526,      0.100000,      1.034561,    164.872757,      0.459700,      0.000000,  85089.226562
     0.847460,      2.210526,      0.100000,      1.034390,    164.989441,      0.604987,      0.000000,  85069.570312
     1.016950,      2.210526,      0.100000,      1.034167,    165.141800,      0.772101,      0.000000,  85043.914062
     1.186440,      2.210526,      0.100000,      1.033885,    165.335358,      0.966339,      0.000000,  85011.437500
     1.355930,      2.210526,      0.100000,      1.033530,    165.578629,      1.193171,      0.000000,  84970.578125
     1.525420,      2.210526,      0.100000,      1.033084,    165.882645,      1.458309,      0.000000,  84919.218750
     1.694920,      2.210526,      0.100000,      1.032529,    166.259338,      1.767437,      0.000000,  84855.414062
     1.864410,      2.210526,      0.100000,      1.031842,    166.723694,      2.126001,      0.000000,  84776.414062
     2.033900,      2.210526,      0.100000,      1.030993,    167.294418,      2.538000,      0.000000,  84678.781250
     2.203390,      2.210526,      0.100000,      1.029949,    167.991638,      3.006238,      0.000000,  84558.742188
     2.372880,      2.210526,      0.100000,      1.028672,    168.838318,      3.529546,      0.000000,  84412.101562
     2.542370,      2.210526,      0.100000,      1.027121,    169.859222,      4.104624,      0.000000,  84233.984375
     2.711860,      2.210526,      0.100000,      1.025253,    171.079300,      4.719158,      0.000000,  84019.617188
     2.881360,      2.210526,      0.100000,      1.023026,    172.521744,      5.359643,      0.000000,  83764.273438
     3.050850,      2.210737,      0.100000,      1.020403,    174.206284,      5.994874,      0.000000,  83463.898438
     3.220340,      2.214426,      0.100000,      1.017350,    176.152618,      6.563428,      0.000000,  83114.617188
     3.389830,      2.222479,      0.100000,      1.013862,    178.357635,      7.006334,      0.000000,  82716.070312
     3.559320,      2.234326,      0.100000,      1.009985,    180.787369,      7.271793,      0.000000,  82273.890625
     3.728810,      2.249131,      0.100000,      1.005808,    183.383102,      7.315275,      0.000000,  81798.093750
     3.898310,      2.265850,      0.100000,      1.001463,    186.059845,      7.104918,      0.000000,  81304.000000
     4.067800,      2.283308,      0.100000,      0.997122,    188.711136,      6.625843,      0.000000,  80811.265625
     4.237290,      2.300274,      0.100000,      0.992990,    191.215210,      5.882001,      0.000000,  80342.953125
     4.406780,      2.315550,      0.100000,      0.989283,    193.444275,      4.895657,      0.000000,  79923.585938
     4.576270,      2.328063,      0.100000,      0.986218,    195.274673,      3.704835,      0.000000,  79577.304688
